품목일련번호,is_capsule,shape,color,path,white,yellow,green,red_brown,black_blue_purple
200711680,0,원형,"white, white",D:/drug/cropped\200711680_0.jpg,1,0,0,0,0
200705392,0,장방형,"white, white",D:/drug/cropped\200705392_0.jpg,1,0,0,0,0
200809361,0,원형,"red_brown, red_brown",D:/drug/cropped\200809361_0.jpg,0,0,0,1,0
200611006,0,원형,"yellow, yellow",D:/drug/cropped\200611006_0.jpg,0,1,0,0,0
201007235,0,장방형,"white, white",D:/drug/cropped\201007235_0.jpg,1,0,0,0,0
200702195,0,원형,"yellow, yellow",D:/drug/cropped\200702195_0.jpg,0,1,0,0,0
200711918,1,타원형,"red_brown, red_brown",D:/drug/cropped\200711918_0.jpg,0,0,0,1,0
200709336,0,장방형,"white, white",D:/drug/cropped\200709336_0.jpg,1,0,0,0,0
200611068,0,원형,"white, white",D:/drug/cropped\200611068_0.jpg,1,0,0,0,0
200700565,0,각형,"red_brown, red_brown",D:/drug/cropped\200700565_0.jpg,0,0,0,1,0
200700566,0,각형,"red_brown, red_brown",D:/drug/cropped\200700566_0.jpg,0,0,0,1,0
200706828,0,원형,"white, white",D:/drug/cropped\200706828_0.jpg,1,0,0,0,0
200704960,0,원형,"white, white",D:/drug/cropped\200704960_0.jpg,1,0,0,0,0
200301122,0,타원형,"yellow, yellow",D:/drug/cropped\200301122_0.jpg,0,1,0,0,0
200401528,0,원형,"white, white",D:/drug/cropped\200401528_0.jpg,1,0,0,0,0
200706525,0,원형,"white, white",D:/drug/cropped\200706525_0.jpg,1,0,0,0,0
200701825,0,장방형,"white, white",D:/drug/cropped\200701825_0.jpg,1,0,0,0,0
200402879,0,원형,"white, white",D:/drug/cropped\200402879_0.jpg,1,0,0,0,0
201007258,1,장방형,"yellow, yellow",D:/drug/cropped\201007258_0.jpg,0,1,0,0,0
200611343,0,장방형,"yellow, yellow",D:/drug/cropped\200611343_0.jpg,0,1,0,0,0
200701969,0,원형,"yellow, yellow",D:/drug/cropped\200701969_0.jpg,0,1,0,0,0
200706030,0,타원형,"white, white",D:/drug/cropped\200706030_0.jpg,1,0,0,0,0
200701030,0,원형,"white, white",D:/drug/cropped\200701030_0.jpg,1,0,0,0,0
200710567,0,타원형,"white, white",D:/drug/cropped\200710567_0.jpg,1,0,0,0,0
200710606,0,타원형,"white, white",D:/drug/cropped\200710606_0.jpg,1,0,0,0,0
200611550,0,원형,"white, white",D:/drug/cropped\200611550_0.jpg,1,0,0,0,0
200005010,0,타원형,"white, white",D:/drug/cropped\200005010_0.jpg,1,0,0,0,0
200703280,0,장방형,"red_brown, red_brown",D:/drug/cropped\200703280_0.jpg,0,0,0,1,0
200711474,0,원형,"red_brown, red_brown",D:/drug/cropped\200711474_0.jpg,0,0,0,1,0
200711535,0,각형,"white, white",D:/drug/cropped\200711535_0.jpg,1,0,0,0,0
198600750,1,장방형,"white, white",D:/drug/cropped\198600750_0.jpg,1,0,0,0,0
200710202,0,장방형,"yellow, yellow",D:/drug/cropped\200710202_0.jpg,0,1,0,0,0
200611385,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611385_0.jpg,0,0,0,0,1
200611386,0,원형,"yellow, yellow",D:/drug/cropped\200611386_0.jpg,0,1,0,0,0
200611389,0,원형,"white, white",D:/drug/cropped\200611389_0.jpg,1,0,0,0,0
200611095,0,장방형,"red_brown, red_brown",D:/drug/cropped\200611095_0.jpg,0,0,0,1,0
200611097,0,타원형,"white, white",D:/drug/cropped\200611097_0.jpg,1,0,0,0,0
200710530,0,원형,"white, white",D:/drug/cropped\200710530_0.jpg,1,0,0,0,0
200611118,1,장방형,"white, white",D:/drug/cropped\200611118_0.jpg,1,0,0,0,0
200611119,0,원형,"yellow, yellow",D:/drug/cropped\200611119_0.jpg,0,1,0,0,0
200402282,0,원형,"red_brown, red_brown",D:/drug/cropped\200402282_0.jpg,0,0,0,1,0
200708762,0,원형,"white, white",D:/drug/cropped\200708762_0.jpg,1,0,0,0,0
200805749,0,장방형,"yellow, yellow",D:/drug/cropped\200805749_0.jpg,0,1,0,0,0
201007222,0,장방형,"white, white",D:/drug/cropped\201007222_0.jpg,1,0,0,0,0
200611395,1,장방형,"white, white",D:/drug/cropped\200611395_0.jpg,1,0,0,0,0
200611120,0,장방형,"white, white",D:/drug/cropped\200611120_0.jpg,1,0,0,0,0
200805944,0,장방형,"white, white",D:/drug/cropped\200805944_0.jpg,1,0,0,0,0
200706272,0,원형,"white, white",D:/drug/cropped\200706272_0.jpg,1,0,0,0,0
200809586,0,타원형,"red_brown, red_brown",D:/drug/cropped\200809586_0.jpg,0,0,0,1,0
200611048,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611048_0.jpg,0,0,0,0,1
200611049,1,타원형,"green, green",D:/drug/cropped\200611049_0.jpg,0,0,1,0,0
200708505,0,원형,"yellow, yellow",D:/drug/cropped\200708505_0.jpg,0,1,0,0,0
200611332,0,원형,"yellow, yellow",D:/drug/cropped\200611332_0.jpg,0,1,0,0,0
200707005,0,원형,"white, white",D:/drug/cropped\200707005_0.jpg,1,0,0,0,0
200707007,1,장방형,"black_blue_purple, yellow",D:/drug/cropped\200707007_0.jpg,0,1,0,0,1
200707393,1,장방형,"red_brown, red_brown",D:/drug/cropped\200707393_0.jpg,0,0,0,1,0
200809204,0,장방형,"red_brown, red_brown",D:/drug/cropped\200809204_0.jpg,0,0,0,1,0
200711527,1,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200711527_0.jpg,0,0,0,0,1
200701941,0,원형,"red_brown, red_brown",D:/drug/cropped\200701941_0.jpg,0,0,0,1,0
200611063,0,타원형,"white, white",D:/drug/cropped\200611063_0.jpg,1,0,0,0,0
200611064,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611064_0.jpg,0,0,0,0,1
200611065,1,장방형,"black_blue_purple, white",D:/drug/cropped\200611065_0.jpg,1,0,0,0,1
200611066,0,장방형,"yellow, yellow",D:/drug/cropped\200611066_0.jpg,0,1,0,0,0
200701040,0,원형,"red_brown, red_brown",D:/drug/cropped\200701040_0.jpg,0,0,0,1,0
200809080,0,장방형,"white, white",D:/drug/cropped\200809080_0.jpg,1,0,0,0,0
200710529,0,원형,"white, white",D:/drug/cropped\200710529_0.jpg,1,0,0,0,0
200709806,1,타원형,"red_brown, red_brown",D:/drug/cropped\200709806_0.jpg,0,0,0,1,0
200611551,0,기타,"white, white",D:/drug/cropped\200611551_0.jpg,1,0,0,0,0
200611552,0,원형,"white, white",D:/drug/cropped\200611552_0.jpg,1,0,0,0,0
200611553,0,각형,"white, white",D:/drug/cropped\200611553_0.jpg,1,0,0,0,0
200401008,0,원형,"white, white",D:/drug/cropped\200401008_0.jpg,1,0,0,0,0
200611352,0,원형,"yellow, yellow",D:/drug/cropped\200611352_0.jpg,0,1,0,0,0
200611353,1,장방형,"red_brown, red_brown",D:/drug/cropped\200611353_0.jpg,0,0,0,1,0
200700150,0,원형,"yellow, yellow",D:/drug/cropped\200700150_0.jpg,0,1,0,0,0
200611369,0,타원형,"yellow, yellow",D:/drug/cropped\200611369_0.jpg,0,1,0,0,0
200611090,0,원형,"yellow, yellow",D:/drug/cropped\200611090_0.jpg,0,1,0,0,0
200611091,0,원형,"yellow, yellow",D:/drug/cropped\200611091_0.jpg,0,1,0,0,0
201007309,1,장방형,"red_brown, red_brown",D:/drug/cropped\201007309_0.jpg,0,0,0,1,0
200708370,1,장방형,"red_brown, yellow",D:/drug/cropped\200708370_0.jpg,0,1,0,1,0
199902448,1,장방형,"white, white",D:/drug/cropped\199902448_0.jpg,1,0,0,0,0
200103814,0,장방형,"white, white",D:/drug/cropped\200103814_0.jpg,1,0,0,0,0
200203439,0,장방형,"white, white",D:/drug/cropped\200203439_0.jpg,1,0,0,0,0
200611112,0,원형,"yellow, yellow",D:/drug/cropped\200611112_0.jpg,0,1,0,0,0
200103816,0,장방형,"green, green",D:/drug/cropped\200103816_0.jpg,0,0,1,0,0
200705099,0,각형,"red_brown, red_brown",D:/drug/cropped\200705099_0.jpg,0,0,0,1,0
200300990,0,장방형,"white, white",D:/drug/cropped\200300990_0.jpg,1,0,0,0,0
200809806,0,타원형,"white, white",D:/drug/cropped\200809806_0.jpg,1,0,0,0,0
200809710,0,타원형,"yellow, yellow",D:/drug/cropped\200809710_0.jpg,0,1,0,0,0
200611392,0,각형,"red_brown, red_brown",D:/drug/cropped\200611392_0.jpg,0,0,0,1,0
200709608,0,장방형,"yellow, yellow",D:/drug/cropped\200709608_0.jpg,0,1,0,0,0
200600695,0,장방형,"red_brown, red_brown",D:/drug/cropped\200600695_0.jpg,0,0,0,1,0
200710024,0,원형,"white, white",D:/drug/cropped\200710024_0.jpg,1,0,0,0,0
200809712,0,원형,"red_brown, red_brown",D:/drug/cropped\200809712_0.jpg,0,0,0,1,0
199001232,0,원형,"white, white",D:/drug/cropped\199001232_0.jpg,1,0,0,0,0
200710343,0,장방형,"white, white",D:/drug/cropped\200710343_0.jpg,1,0,0,0,0
200710344,0,장방형,"white, white",D:/drug/cropped\200710344_0.jpg,1,0,0,0,0
200806073,1,장방형,"red_brown, red_brown",D:/drug/cropped\200806073_0.jpg,0,0,0,1,0
200710066,0,원형,"white, white",D:/drug/cropped\200710066_0.jpg,1,0,0,0,0
200708863,0,원형,"white, white",D:/drug/cropped\200708863_0.jpg,1,0,0,0,0
200809725,0,타원형,"white, white",D:/drug/cropped\200809725_0.jpg,1,0,0,0,0
200611052,0,원형,"yellow, yellow",D:/drug/cropped\200611052_0.jpg,0,1,0,0,0
200611053,0,원형,"red_brown, red_brown",D:/drug/cropped\200611053_0.jpg,0,0,0,1,0
200710273,0,타원형,"white, white",D:/drug/cropped\200710273_0.jpg,1,0,0,0,0
200808753,1,장방형,"red_brown, yellow",D:/drug/cropped\200808753_0.jpg,0,1,0,1,0
200706243,0,원형,"yellow, yellow",D:/drug/cropped\200706243_0.jpg,0,1,0,0,0
199501060,0,타원형,"red_brown, red_brown",D:/drug/cropped\199501060_0.jpg,0,0,0,1,0
200403849,0,원형,"white, white",D:/drug/cropped\200403849_0.jpg,1,0,0,0,0
200611334,0,각형,"red_brown, red_brown",D:/drug/cropped\200611334_0.jpg,0,0,0,1,0
200611338,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611338_0.jpg,0,0,0,0,1
200709412,0,원형,"red_brown, red_brown",D:/drug/cropped\200709412_0.jpg,0,0,0,1,0
199401536,0,타원형,"white, white",D:/drug/cropped\199401536_0.jpg,1,0,0,0,0
200702100,0,원형,"white, white",D:/drug/cropped\200702100_0.jpg,1,0,0,0,0
200702191,0,원형,"yellow, yellow",D:/drug/cropped\200702191_0.jpg,0,1,0,0,0
200710715,0,원형,"white, white",D:/drug/cropped\200710715_0.jpg,1,0,0,0,0
200402951,0,원형,"red_brown, red_brown",D:/drug/cropped\200402951_0.jpg,0,0,0,1,0
200710705,0,타원형,"white, white",D:/drug/cropped\200710705_0.jpg,1,0,0,0,0
200711793,0,장방형,"yellow, yellow",D:/drug/cropped\200711793_0.jpg,0,1,0,0,0
200803810,0,각형,"red_brown, red_brown",D:/drug/cropped\200803810_0.jpg,0,0,0,1,0
200710082,1,장방형,"red_brown, red_brown",D:/drug/cropped\200710082_0.jpg,0,0,0,1,0
199801524,0,각형,"yellow, yellow",D:/drug/cropped\199801524_0.jpg,0,1,0,0,0
200707755,0,원형,"white, white",D:/drug/cropped\200707755_0.jpg,1,0,0,0,0
200712127,1,장방형,"red_brown, red_brown",D:/drug/cropped\200712127_0.jpg,0,0,0,1,0
200706400,1,장방형,"red_brown, red_brown",D:/drug/cropped\200706400_0.jpg,0,0,0,1,0
200300104,0,기타,"green, green",D:/drug/cropped\200300104_0.jpg,0,0,1,0,0
200000222,0,원형,"white, white",D:/drug/cropped\200000222_0.jpg,1,0,0,0,0
200809207,0,타원형,"red_brown, red_brown",D:/drug/cropped\200809207_0.jpg,0,0,0,1,0
200708297,0,기타,"yellow, yellow",D:/drug/cropped\200708297_0.jpg,0,1,0,0,0
200708435,0,원형,"yellow, yellow",D:/drug/cropped\200708435_0.jpg,0,1,0,0,0
200709388,0,원형,"white, white",D:/drug/cropped\200709388_0.jpg,1,0,0,0,0
200612560,0,원형,"white, white",D:/drug/cropped\200612560_0.jpg,1,0,0,0,0
200610951,0,각형,"red_brown, red_brown",D:/drug/cropped\200610951_0.jpg,0,0,0,1,0
200611033,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200611033_0.jpg,0,0,0,0,1
199802392,1,장방형,"red_brown, red_brown",D:/drug/cropped\199802392_0.jpg,0,0,0,1,0
200811351,0,장방형,"white, white",D:/drug/cropped\200811351_0.jpg,1,0,0,0,0
200706454,0,타원형,"green, green",D:/drug/cropped\200706454_0.jpg,0,0,1,0,0
200706467,0,원형,"green, green",D:/drug/cropped\200706467_0.jpg,0,0,1,0,0
200301046,0,원형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200301046_0.jpg,0,0,0,0,1
200809791,0,타원형,"yellow, yellow",D:/drug/cropped\200809791_0.jpg,0,1,0,0,0
200709786,0,타원형,"white, white",D:/drug/cropped\200709786_0.jpg,1,0,0,0,0
200709818,0,기타,"black_blue_purple, black_blue_purple",D:/drug/cropped\200709818_0.jpg,0,0,0,0,1
198500715,0,원형,"yellow, yellow",D:/drug/cropped\198500715_0.jpg,0,1,0,0,0
200703435,0,원형,"white, white",D:/drug/cropped\200703435_0.jpg,1,0,0,0,0
200710957,0,타원형,"red_brown, red_brown",D:/drug/cropped\200710957_0.jpg,0,0,0,1,0
200711438,0,원형,"white, white",D:/drug/cropped\200711438_0.jpg,1,0,0,0,0
200203530,0,장방형,"red_brown, red_brown",D:/drug/cropped\200203530_0.jpg,0,0,0,1,0
200402137,0,기타,"green, green",D:/drug/cropped\200402137_0.jpg,0,0,1,0,0
200711114,0,각형,"yellow, yellow",D:/drug/cropped\200711114_0.jpg,0,1,0,0,0
200809465,0,타원형,"white, white",D:/drug/cropped\200809465_0.jpg,1,0,0,0,0
200711216,0,타원형,"yellow, yellow",D:/drug/cropped\200711216_0.jpg,0,1,0,0,0
200711286,1,장방형,"red_brown, red_brown",D:/drug/cropped\200711286_0.jpg,0,0,0,1,0
200701891,0,장방형,"white, white",D:/drug/cropped\200701891_0.jpg,1,0,0,0,0
200701913,0,장방형,"white, white",D:/drug/cropped\200701913_0.jpg,1,0,0,0,0
200701915,0,장방형,"white, white",D:/drug/cropped\200701915_0.jpg,1,0,0,0,0
200708204,0,원형,"red_brown, red_brown",D:/drug/cropped\200708204_0.jpg,0,0,0,1,0
200707847,0,원형,"red_brown, red_brown",D:/drug/cropped\200707847_0.jpg,0,0,0,1,0
200708367,0,원형,"white, white",D:/drug/cropped\200708367_0.jpg,1,0,0,0,0
200708381,0,원형,"yellow, yellow",D:/drug/cropped\200708381_0.jpg,0,1,0,0,0
200708432,1,장방형,"red_brown, red_brown",D:/drug/cropped\200708432_0.jpg,0,0,0,1,0
200809486,0,원형,"red_brown, red_brown",D:/drug/cropped\200809486_0.jpg,0,0,0,1,0
200308550,1,장방형,"black_blue_purple, white",D:/drug/cropped\200308550_0.jpg,1,0,0,0,1
200512244,0,타원형,"white, white",D:/drug/cropped\200512244_0.jpg,1,0,0,0,0
200403430,1,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200403430_0.jpg,0,0,0,0,1
199800829,0,타원형,"white, white",D:/drug/cropped\199800829_0.jpg,1,0,0,0,0
200706766,0,원형,"white, white",D:/drug/cropped\200706766_0.jpg,1,0,0,0,0
200707276,1,장방형,"red_brown, red_brown",D:/drug/cropped\200707276_0.jpg,0,0,0,1,0
200707312,1,타원형,"red_brown, red_brown",D:/drug/cropped\200707312_0.jpg,0,0,0,1,0
200711652,1,장방형,"white, white",D:/drug/cropped\200711652_0.jpg,1,0,0,0,0
200707875,0,원형,"white, white",D:/drug/cropped\200707875_0.jpg,1,0,0,0,0
200704989,0,원형,"white, white",D:/drug/cropped\200704989_0.jpg,1,0,0,0,0
199501914,0,원형,"red_brown, red_brown",D:/drug/cropped\199501914_0.jpg,0,0,0,1,0
200710199,0,타원형,"white, white",D:/drug/cropped\200710199_0.jpg,1,0,0,0,0
200709901,0,원형,"yellow, yellow",D:/drug/cropped\200709901_0.jpg,0,1,0,0,0
200711109,0,각형,"yellow, yellow",D:/drug/cropped\200711109_0.jpg,0,1,0,0,0
200808935,0,타원형,"white, white",D:/drug/cropped\200808935_0.jpg,1,0,0,0,0
200100908,0,타원형,"white, white",D:/drug/cropped\200100908_0.jpg,1,0,0,0,0
201007257,1,장방형,"red_brown, red_brown",D:/drug/cropped\201007257_0.jpg,0,0,0,1,0
200400514,0,타원형,"white, white",D:/drug/cropped\200400514_0.jpg,1,0,0,0,0
200611316,0,각형,"white, white",D:/drug/cropped\200611316_0.jpg,1,0,0,0,0
200611317,0,각형,"red_brown, red_brown",D:/drug/cropped\200611317_0.jpg,0,0,0,1,0
200611319,1,장방형,"green, green",D:/drug/cropped\200611319_0.jpg,0,0,1,0,0
200611041,0,타원형,"yellow, yellow",D:/drug/cropped\200611041_0.jpg,0,1,0,0,0
200611042,0,타원형,"yellow, yellow",D:/drug/cropped\200611042_0.jpg,0,1,0,0,0
200710386,0,타원형,"white, white",D:/drug/cropped\200710386_0.jpg,1,0,0,0,0
200709555,0,장방형,"white, white",D:/drug/cropped\200709555_0.jpg,1,0,0,0,0
200709845,1,타원형,"red_brown, red_brown",D:/drug/cropped\200709845_0.jpg,0,0,0,1,0
200709331,1,타원형,"red_brown, red_brown",D:/drug/cropped\200709331_0.jpg,0,0,0,1,0
200511002,0,타원형,"white, white",D:/drug/cropped\200511002_0.jpg,1,0,0,0,0
200710087,0,장방형,"yellow, yellow",D:/drug/cropped\200710087_0.jpg,0,1,0,0,0
200611326,0,타원형,"white, white",D:/drug/cropped\200611326_0.jpg,1,0,0,0,0
200611325,0,원형,"yellow, yellow",D:/drug/cropped\200611325_0.jpg,0,1,0,0,0
200611328,0,타원형,"white, white",D:/drug/cropped\200611328_0.jpg,1,0,0,0,0
200611329,0,장방형,"yellow, yellow",D:/drug/cropped\200611329_0.jpg,0,1,0,0,0
200709738,0,장방형,"white, white",D:/drug/cropped\200709738_0.jpg,1,0,0,0,0
200709793,0,원형,"white, white",D:/drug/cropped\200709793_0.jpg,1,0,0,0,0
200809276,0,원형,"red_brown, red_brown",D:/drug/cropped\200809276_0.jpg,0,0,0,1,0
200706640,1,장방형,"red_brown, red_brown",D:/drug/cropped\200706640_0.jpg,0,0,0,1,0
200706650,0,원형,"white, white",D:/drug/cropped\200706650_0.jpg,1,0,0,0,0
200404726,1,장방형,"yellow, yellow",D:/drug/cropped\200404726_0.jpg,0,1,0,0,0
200303281,0,원형,"white, white",D:/drug/cropped\200303281_0.jpg,1,0,0,0,0
200600811,0,원형,"white, white",D:/drug/cropped\200600811_0.jpg,1,0,0,0,0
200707879,1,장방형,"black_blue_purple, red_brown",D:/drug/cropped\200707879_0.jpg,0,0,0,1,1
200708816,0,원형,"white, white",D:/drug/cropped\200708816_0.jpg,1,0,0,0,0
200709062,1,타원형,"green, green",D:/drug/cropped\200709062_0.jpg,0,0,1,0,0
200710197,0,장방형,"yellow, yellow",D:/drug/cropped\200710197_0.jpg,0,1,0,0,0
200707923,1,장방형,"yellow, yellow",D:/drug/cropped\200707923_0.jpg,0,1,0,0,0
200610969,0,장방형,"white, white",D:/drug/cropped\200610969_0.jpg,1,0,0,0,0
200710204,1,장방형,"red_brown, white",D:/drug/cropped\200710204_0.jpg,1,0,0,1,0
200712886,1,장방형,"green, green",D:/drug/cropped\200712886_0.jpg,0,0,1,0,0
200400038,0,원형,"white, white",D:/drug/cropped\200400038_0.jpg,1,0,0,0,0
200610958,0,원형,"yellow, yellow",D:/drug/cropped\200610958_0.jpg,0,1,0,0,0
200703675,0,원형,"white, white",D:/drug/cropped\200703675_0.jpg,1,0,0,0,0
200708373,0,원형,"white, white",D:/drug/cropped\200708373_0.jpg,1,0,0,0,0
200806083,0,원형,"red_brown, red_brown",D:/drug/cropped\200806083_0.jpg,0,0,0,1,0
200610975,0,장방형,"yellow, yellow",D:/drug/cropped\200610975_0.jpg,0,1,0,0,0
200703453,0,원형,"yellow, yellow",D:/drug/cropped\200703453_0.jpg,0,1,0,0,0
200709072,0,원형,"yellow, yellow",D:/drug/cropped\200709072_0.jpg,0,1,0,0,0
200805935,0,원형,"white, white",D:/drug/cropped\200805935_0.jpg,1,0,0,0,0
199400696,0,장방형,"yellow, yellow",D:/drug/cropped\199400696_0.jpg,0,1,0,0,0
200612115,0,장방형,"white, white",D:/drug/cropped\200612115_0.jpg,1,0,0,0,0
198900453,0,장방형,"white, white",D:/drug/cropped\198900453_0.jpg,1,0,0,0,0
200802524,0,원형,"white, white",D:/drug/cropped\200802524_0.jpg,1,0,0,0,0
200709015,0,원형,"red_brown, red_brown",D:/drug/cropped\200709015_0.jpg,0,0,0,1,0
200709039,1,타원형,"red_brown, red_brown",D:/drug/cropped\200709039_0.jpg,0,0,0,1,0
200610980,0,원형,"yellow, yellow",D:/drug/cropped\200610980_0.jpg,0,1,0,0,0
200707734,0,장방형,"green, green",D:/drug/cropped\200707734_0.jpg,0,0,1,0,0
200610985,0,장방형,"black_blue_purple, black_blue_purple",D:/drug/cropped\200610985_0.jpg,0,0,0,0,1
200612310,1,장방형,"red_brown, yellow",D:/drug/cropped\200612310_0.jpg,0,1,0,1,0
200612313,0,기타,"white, white",D:/drug/cropped\200612313_0.jpg,1,0,0,0,0
200610993,0,원형,"yellow, yellow",D:/drug/cropped\200610993_0.jpg,0,1,0,0,0
200709623,1,장방형,"yellow, yellow",D:/drug/cropped\200709623_0.jpg,0,1,0,0,0
200709794,0,타원형,"white, white",D:/drug/cropped\200709794_0.jpg,1,0,0,0,0
200805748,0,타원형,"yellow, yellow",D:/drug/cropped\200805748_0.jpg,0,1,0,0,0
200802501,0,장방형,"red_brown, red_brown",D:/drug/cropped\200802501_0.jpg,0,0,0,1,0
200308624,1,장방형,"yellow, yellow",D:/drug/cropped\200308624_0.jpg,0,1,0,0,0
198902563,0,원형,"white, white",D:/drug/cropped\198902563_0.jpg,1,0,0,0,0
200300025,0,장방형,"yellow, yellow",D:/drug/cropped\200300025_0.jpg,0,1,0,0,0
200809514,0,타원형,"white, white",D:/drug/cropped\200809514_0.jpg,1,0,0,0,0
201007220,0,장방형,"white, white",D:/drug/cropped\201007220_0.jpg,1,0,0,0,0
199700059,0,원형,"white, white",D:/drug/cropped\199700059_0.jpg,1,0,0,0,0
200300037,0,원형,"white, white",D:/drug/cropped\200300037_0.jpg,1,0,0,0,0
200600013,1,장방형,"green, yellow",D:/drug/cropped\200600013_0.jpg,0,1,1,0,0
200610952,0,원형,"yellow, yellow",D:/drug/cropped\200610952_0.jpg,0,1,0,0,0
200704967,0,원형,"white, white",D:/drug/cropped\200704967_0.jpg,1,0,0,0,0
200500073,0,원형,"yellow, yellow",D:/drug/cropped\200500073_0.jpg,0,1,0,0,0
200200814,0,장방형,"white, white",D:/drug/cropped\200200814_0.jpg,1,0,0,0,0
200610964,0,장방형,"white, white",D:/drug/cropped\200610964_0.jpg,1,0,0,0,0
200710246,1,타원형,"red_brown, red_brown",D:/drug/cropped\200710246_0.jpg,0,0,0,1,0
201604413,1,장방형,"red_brown, red_brown",D:/drug/cropped\201604413_0.jpg,0,0,0,1,0
200808924,0,원형,"white, white",D:/drug/cropped\200808924_0.jpg,1,0,0,0,0
200701280,0,타원형,"white, white",D:/drug/cropped\200701280_0.jpg,1,0,0,0,0
200400044,0,타원형,"white, white",D:/drug/cropped\200400044_0.jpg,1,0,0,0,0
200400045,0,타원형,"white, white",D:/drug/cropped\200400045_0.jpg,1,0,0,0,0
200808862,1,장방형,"white, white",D:/drug/cropped\200808862_0.jpg,1,0,0,0,0
200404678,0,원형,"white, white",D:/drug/cropped\200404678_0.jpg,1,0,0,0,0
200400215,1,장방형,"red_brown, red_brown",D:/drug/cropped\200400215_0.jpg,0,0,0,1,0
200606960,0,각형,"white, white",D:/drug/cropped\200606960_0.jpg,1,0,0,0,0
200809428,0,기타,"yellow, yellow",D:/drug/cropped\200809428_0.jpg,0,1,0,0,0
199300918,0,원형,"white, white",D:/drug/cropped\199300918_0.jpg,1,0,0,0,0
198700561,0,타원형,"red_brown, red_brown",D:/drug/cropped\198700561_0.jpg,0,0,0,1,0
200300103,0,원형,"white, white",D:/drug/cropped\200300103_0.jpg,1,0,0,0,0
199200233,1,장방형,"yellow, yellow",D:/drug/cropped\199200233_0.jpg,0,1,0,0,0
199000820,0,원형,"white, white",D:/drug/cropped\199000820_0.jpg,1,0,0,0,0
200200715,0,원형,"white, white",D:/drug/cropped\200200715_0.jpg,1,0,0,0,0
199300927,0,원형,"white, white",D:/drug/cropped\199300927_0.jpg,1,0,0,0,0
200708685,0,원형,"white, white",D:/drug/cropped\200708685_0.jpg,1,0,0,0,0
200809444,0,장방형,"green, green",D:/drug/cropped\200809444_0.jpg,0,0,1,0,0
200610977,0,장방형,"white, white",D:/drug/cropped\200610977_0.jpg,1,0,0,0,0
200806089,1,장방형,"red_brown, red_brown",D:/drug/cropped\200806089_0.jpg,0,0,0,1,0
200709868,0,타원형,"white, white",D:/drug/cropped\200709868_0.jpg,1,0,0,0,0
200709902,0,원형,"white, white",D:/drug/cropped\200709902_0.jpg,1,0,0,0,0
200502090,1,장방형,"green, green",D:/drug/cropped\200502090_0.jpg,0,0,1,0,0
200706335,1,타원형,"green, green",D:/drug/cropped\200706335_0.jpg,0,0,1,0,0
200802740,1,장방형,"black_blue_purple, yellow",D:/drug/cropped\200802740_0.jpg,0,1,0,0,1
200708645,1,장방형,"black_blue_purple, yellow",D:/drug/cropped\200708645_0.jpg,0,1,0,0,1
200708681,0,장방형,"red_brown, red_brown",D:/drug/cropped\200708681_0.jpg,0,0,0,1,0
200809224,1,장방형,"yellow, white",D:/drug/cropped\200809224_0.jpg,1,1,0,0,0
200605439,0,원형,"white, white",D:/drug/cropped\200605439_0.jpg,1,0,0,0,0
200607004,0,장방형,"white, white",D:/drug/cropped\200607004_0.jpg,1,0,0,0,0
200809208,0,원형,"red_brown, red_brown",D:/drug/cropped\200809208_0.jpg,0,0,0,1,0
200610960,0,원형,"yellow, yellow",D:/drug/cropped\200610960_0.jpg,0,1,0,0,0
200809404,0,원형,"white, white",D:/drug/cropped\200809404_0.jpg,1,0,0,0,0
200808796,0,원형,"white, white",D:/drug/cropped\200808796_0.jpg,1,0,0,0,0
200810670,1,장방형,"green, green",D:/drug/cropped\200810670_0.jpg,0,0,1,0,0
200709004,0,장방형,"red_brown, red_brown",D:/drug/cropped\200709004_0.jpg,0,0,0,1,0
200706941,1,타원형,"red_brown, red_brown",D:/drug/cropped\200706941_0.jpg,0,0,0,1,0
200704770,0,원형,"white, white",D:/drug/cropped\200704770_0.jpg,1,0,0,0,0
200702172,0,장방형,"white, white",D:/drug/cropped\200702172_0.jpg,1,0,0,0,0
200702194,0,원형,"red_brown, red_brown",D:/drug/cropped\200702194_0.jpg,0,0,0,1,0
200301129,0,원형,"yellow, yellow",D:/drug/cropped\200301129_0.jpg,0,1,0,0,0
200100772,1,장방형,"red_brown, red_brown",D:/drug/cropped\200100772_0.jpg,0,0,0,1,0
200706946,1,타원형,"green, green",D:/drug/cropped\200706946_0.jpg,0,0,1,0,0
199501073,0,원형,"white, white",D:/drug/cropped\199501073_0.jpg,1,0,0,0,0
199501254,1,장방형,"red_brown, yellow",D:/drug/cropped\199501254_0.jpg,0,1,0,1,0
200702754,0,원형,"green, green",D:/drug/cropped\200702754_0.jpg,0,0,1,0,0
198801052,0,원형,"white, white",D:/drug/cropped\198801052_0.jpg,1,0,0,0,0
